Id,Label,timeset,indegree,outdegree,degree,modularity_class
1060,1060,,9,10,19,3
1061,1061,,9,7,16,3
1062,1062,,1,12,13,9
1063,1063,,7,14,21,105
1064,1064,,6,12,18,14
1065,1065,,4,14,18,7
1066,1066,,6,10,16,27
1067,1067,,7,13,20,14
1068,1068,,16,4,20,18
1069,1069,,12,9,21,4
1070,1070,,12,9,21,0
1071,1071,,3,4,7,4
1072,1072,,11,8,19,5
1073,1073,,7,10,17,19
1074,1074,,8,13,21,74
1075,1075,,6,8,14,9
1076,1076,,4,14,18,3
1077,1077,,4,4,8,4
1078,1078,,5,15,20,5
1079,1079,,8,12,20,3
1080,1080,,7,8,15,3
1081,1081,,6,10,16,94
1082,1082,,7,8,15,3
1083,1083,,15,3,18,8
1084,1084,,9,4,13,5
1085,1085,,11,9,20,18
1086,1086,,10,8,18,3
1087,1087,,14,0,14,3
1088,1088,,11,8,19,22
1089,1089,,4,13,17,27
1090,1090,,4,4,8,14
1091,1091,,11,8,19,22
1092,1092,,12,3,15,3
1093,1093,,10,10,20,22
1094,1094,,6,13,19,3
1095,1095,,7,3,10,94
1096,1096,,6,12,18,19
1097,1097,,8,7,15,19
1098,1098,,5,9,14,32
1099,1099,,12,7,19,4
1100,1100,,10,2,12,9
1101,1101,,8,12,20,105
1102,1102,,0,14,14,5
1103,1103,,8,9,17,105
1104,1104,,7,11,18,77
1105,1105,,7,9,16,16
1106,1106,,8,6,14,7
1107,1107,,4,12,16,33
1108,1108,,2,11,13,105
1109,1109,,8,9,17,3
1110,1110,,11,9,20,14
1111,1111,,9,8,17,3
1112,1112,,0,0,0,12
1113,1113,,5,14,19,33
1114,1114,,2,14,16,6
1115,1115,,4,13,17,105
1116,1116,,9,8,17,1
1117,1117,,4,4,8,1
1118,1118,,0,19,19,4
1119,1119,,8,8,16,33
1120,1120,,5,9,14,18
1121,1121,,0,16,16,3
1122,1122,,14,4,18,3
1123,1123,,9,9,18,4
1124,1124,,2,8,10,22
1125,1125,,14,1,15,77
1126,1126,,7,11,18,4
1127,1127,,4,10,14,7
1128,1128,,11,8,19,105
1129,1129,,0,9,9,32
1130,1130,,8,3,11,3
1131,1131,,12,6,18,3
1132,1132,,4,8,12,57
1133,1133,,8,11,19,16
1134,1134,,1,15,16,18
1135,1135,,17,1,18,94
1136,1136,,7,7,14,3
1137,1137,,14,2,16,7
1138,1138,,12,5,17,16
1139,1139,,8,9,17,1
1140,1140,,7,12,19,3
1141,1141,,4,13,17,8
1142,1142,,1,2,3,1
1143,1143,,5,11,16,33
1144,1144,,0,3,3,2
1145,1145,,11,7,18,19
1146,1146,,11,7,18,7
1147,1147,,6,9,15,32
1148,1148,,10,6,16,3
1149,1149,,3,14,17,18
1150,1150,,7,12,19,8
1151,1151,,8,8,16,3
1152,1152,,9,9,18,4
1153,1153,,6,10,16,7
1154,1154,,1,13,14,5
1155,1155,,2,10,12,7
1156,1156,,10,8,18,8
1157,1157,,11,6,17,22
1158,1158,,4,7,11,3
1159,1159,,14,5,19,18
1160,1160,,5,13,18,33
1161,1161,,11,8,19,5
1162,1162,,9,8,17,9
1163,1163,,5,6,11,3
1164,1164,,15,3,18,3
1165,1165,,3,15,18,3
1166,1166,,0,0,0,13
1167,1167,,7,2,9,4
1168,1168,,7,6,13,18
1169,1169,,3,11,14,4
1170,1170,,1,7,8,24
1171,1171,,4,11,15,9
1172,1172,,1,12,13,8
1173,1173,,7,8,15,22
1174,1174,,3,12,15,1
1175,1175,,14,2,16,7
1176,1176,,9,8,17,5
1177,1177,,12,6,18,5
1178,1178,,6,8,14,9
1179,1179,,7,11,18,3
1180,1180,,7,11,18,3
1181,1181,,3,5,8,4
1182,1182,,2,9,11,22
1183,1183,,6,9,15,8
1184,1184,,5,4,9,4
1185,1185,,4,7,11,1
1186,1186,,5,7,12,77
1187,1187,,10,7,17,94
1188,1188,,3,2,5,18
1189,1189,,0,15,15,9
1190,1190,,7,7,14,3
1191,1191,,10,7,17,4
1192,1192,,6,11,17,18
1193,1193,,7,11,18,33
1194,1194,,3,13,16,24
1195,1195,,7,8,15,4
1196,1196,,1,9,10,34
1197,1197,,4,5,9,32
1198,1198,,11,6,17,94
1199,1199,,5,5,10,4
1200,1200,,7,7,14,22
1201,1201,,7,6,13,18
1202,1202,,8,6,14,94
1203,1203,,8,8,16,94
1204,1204,,10,8,18,16
1205,1205,,3,13,16,9
1206,1206,,2,12,14,18
1207,1207,,8,5,13,94
1208,1208,,6,0,6,78
1209,1209,,4,14,18,4
1210,1210,,7,10,17,5
1211,1211,,5,13,18,5
1212,1212,,2,13,15,18
1213,1213,,5,11,16,22
1214,1214,,10,7,17,5
1215,1215,,2,16,18,9
1216,1216,,0,1,1,5
1217,1217,,4,12,16,77
1218,1218,,12,1,13,33
1219,1219,,9,8,17,19
1220,1220,,4,7,11,4
1221,1221,,0,13,13,18
1222,1222,,10,7,17,9
1223,1223,,5,7,12,77
1224,1224,,11,4,15,7
1225,1225,,10,4,14,14
1226,1226,,8,7,15,94
1227,1227,,8,4,12,34
1228,1228,,14,1,15,4
1229,1229,,8,6,14,0
1230,1230,,7,10,17,5
1231,1231,,4,10,14,5
1232,1232,,6,4,10,1
1233,1233,,6,5,11,22
1234,1234,,1,7,8,22
1235,1235,,3,10,13,7
1236,1236,,8,6,14,22
1237,1237,,10,5,15,4
1238,1238,,8,4,12,8
1239,1239,,4,10,14,8
1240,1240,,5,12,17,5
1241,1241,,7,9,16,5
1242,1242,,5,11,16,8
1243,1243,,6,11,17,22
1244,1244,,2,2,4,22
1245,1245,,0,11,11,39
1246,1246,,6,8,14,1
1247,1247,,4,8,12,16
1248,1248,,7,10,17,9
1249,1249,,5,4,9,9
1250,1250,,6,11,17,4
1251,1251,,8,8,16,14
1252,1252,,12,3,15,3
1253,1253,,5,4,9,4
1254,1254,,0,9,9,22
1255,1255,,11,6,17,27
1256,1256,,5,8,13,105
1257,1257,,9,6,15,4
1258,1258,,5,10,15,4
1259,1259,,4,7,11,19
1260,1260,,5,7,12,34
1261,1261,,4,10,14,8
1262,1262,,3,11,14,18
1263,1263,,0,0,0,15
1264,1264,,4,9,13,27
1265,1265,,6,11,17,3
1266,1266,,9,4,13,3
1267,1267,,12,3,15,14
1268,1268,,5,8,13,0
1269,1269,,10,1,11,5
1270,1270,,2,13,15,18
1271,1271,,5,10,15,5
1272,1272,,6,6,12,18
1273,1273,,7,9,16,8
1274,1274,,2,6,8,14
1275,1275,,3,8,11,8
1276,1276,,6,6,12,0
1277,1277,,12,4,16,24
1278,1278,,8,8,16,18
1279,1279,,12,2,14,8
1280,1280,,14,1,15,4
1281,1281,,10,1,11,25
1282,1282,,7,7,14,3
1283,1283,,5,7,12,0
1284,1284,,10,6,16,5
1285,1285,,7,9,16,3
1286,1286,,13,0,13,1
1287,1287,,10,4,14,33
1288,1288,,10,6,16,4
1289,1289,,5,9,14,105
1290,1290,,6,10,16,18
1291,1291,,3,7,10,5
1292,1292,,10,5,15,4
1293,1293,,3,2,5,10
1294,1294,,7,4,11,0
1295,1295,,4,8,12,3
1296,1296,,4,11,15,8
1297,1297,,6,10,16,5
1298,1298,,6,8,14,18
1299,1299,,10,3,13,78
1300,1300,,6,7,13,0
1301,1301,,8,2,10,32
1302,1302,,4,10,14,3
1303,1303,,5,0,5,6
1304,1304,,5,3,8,4
1305,1305,,7,9,16,7
1306,1306,,8,6,14,3
1307,1307,,7,6,13,33
1308,1308,,10,6,16,33
1309,1309,,8,5,13,8
1310,1310,,5,11,16,33
1311,1311,,0,11,11,3
1312,1312,,7,9,16,0
1313,1313,,7,9,16,5
1314,1314,,5,7,12,5
1315,1315,,2,11,13,33
1316,1316,,2,10,12,4
1317,1317,,1,15,16,3
1318,1318,,1,6,7,4
1319,1319,,0,3,3,27
1320,1320,,12,4,16,32
1321,1321,,4,11,15,18
1322,1322,,6,10,16,1
1323,1323,,8,5,13,3
1324,1324,,5,9,14,4
1325,1325,,5,7,12,3
1326,1326,,8,6,14,9
1327,1327,,1,11,12,4
1328,1328,,3,10,13,94
1329,1329,,5,10,15,32
1330,1330,,7,1,8,33
1331,1331,,5,11,16,3
1332,1332,,8,8,16,1
1333,1333,,9,1,10,5
1334,1334,,7,7,14,22
1335,1335,,4,7,11,14
1336,1336,,6,9,15,5
1337,1337,,5,10,15,1
1338,1338,,6,8,14,8
1339,1339,,8,8,16,3
1340,1340,,7,9,16,18
1341,1341,,8,6,14,7
1342,1342,,9,0,9,94
1343,1343,,8,6,14,3
1344,1344,,5,6,11,16
1345,1345,,2,13,15,18
1346,1346,,3,3,6,4
1347,1347,,4,7,11,94
1348,1348,,3,11,14,33
1349,1349,,10,5,15,32
1350,1350,,9,5,14,32
1351,1351,,8,7,15,7
1352,1352,,8,5,13,22
1353,1353,,6,7,13,105
1354,1354,,7,8,15,14
1355,1355,,1,10,11,32
1356,1356,,6,4,10,105
1357,1357,,4,3,7,7
1358,1358,,6,9,15,16
1359,1359,,6,7,13,3
1360,1360,,2,9,11,4
1361,1361,,7,8,15,33
1362,1362,,5,6,11,33
1363,1363,,5,7,12,1
1364,1364,,3,2,5,4
1365,1365,,3,12,15,4
1366,1366,,6,5,11,94
1367,1367,,4,10,14,1
1368,1368,,4,8,12,3
1369,1369,,2,5,7,3
1370,1370,,3,12,15,77
1371,1371,,1,7,8,18
1372,1372,,11,4,15,105
1373,1373,,5,4,9,8
1374,1374,,9,6,15,9
1375,1375,,1,8,9,7
1376,1376,,5,8,13,22
1377,1377,,1,14,15,9
1378,1378,,10,3,13,7
1379,1379,,7,7,14,24
1380,1380,,1,14,15,7
1381,1381,,5,10,15,32
1382,1382,,6,9,15,4
1383,1383,,0,2,2,9
1384,1384,,11,2,13,32
1385,1385,,5,8,13,6
1386,1386,,5,8,13,24
1387,1387,,13,2,15,19
1388,1388,,7,7,14,78
1389,1389,,10,5,15,9
1390,1390,,6,6,12,1
1391,1391,,1,4,5,1
1392,1392,,15,0,15,3
1393,1393,,9,6,15,3
1394,1394,,14,1,15,6
1395,1395,,8,4,12,94
1396,1396,,10,5,15,7
1397,1397,,2,10,12,3
1398,1398,,5,10,15,4
1399,1399,,0,15,15,4
1400,1400,,8,3,11,9
1401,1401,,8,7,15,16
1402,1402,,8,6,14,22
1403,1403,,3,11,14,94
1404,1404,,11,2,13,3
1405,1405,,6,8,14,9
1406,1406,,4,6,10,9
1407,1407,,6,8,14,22
1408,1408,,5,9,14,3
1409,1409,,7,5,12,27
1410,1410,,10,1,11,2
1411,1411,,4,8,12,1
1412,1412,,2,12,14,22
1413,1413,,3,9,12,19
1414,1414,,6,8,14,5
1415,1415,,4,3,7,3
1416,1416,,9,5,14,4
1417,1417,,4,7,11,6
1418,1418,,13,1,14,18
1419,1419,,8,0,8,3
1420,1420,,9,3,12,32
1421,1421,,1,10,11,9
1422,1422,,2,9,11,105
1423,1423,,5,8,13,94
1424,1424,,5,9,14,9
1425,1425,,7,6,13,4
1426,1426,,3,9,12,33
1427,1427,,6,6,12,14
1428,1428,,4,6,10,9
1429,1429,,10,4,14,3
1430,1430,,1,6,7,18
1431,1431,,8,0,8,9
1432,1432,,3,8,11,4
1433,1433,,5,7,12,5
1434,1434,,11,1,12,0
1435,1435,,6,8,14,3
1436,1436,,4,9,13,5
1437,1437,,6,4,10,3
1438,1438,,5,7,12,32
1439,1439,,4,4,8,22
1440,1440,,1,8,9,4
1441,1441,,2,7,9,18
1442,1442,,5,7,12,4
1443,1443,,1,12,13,14
1444,1444,,5,9,14,94
1445,1445,,2,3,5,5
1446,1446,,8,6,14,16
1447,1447,,6,6,12,0
1448,1448,,3,8,11,3
1449,1449,,2,9,11,94
1450,1450,,0,9,9,1
1451,1451,,4,10,14,33
1452,1452,,5,6,11,19
1453,1453,,10,1,11,10
1454,1454,,8,6,14,3
1455,1455,,8,4,12,32
1456,1456,,6,6,12,4
1457,1457,,3,9,12,18
1458,1458,,8,6,14,94
1459,1459,,5,6,11,9
1460,1460,,6,7,13,14
1461,1461,,10,3,13,77
1462,1462,,10,1,11,33
1463,1463,,10,1,11,9
1464,1464,,1,13,14,14
1465,1465,,3,7,10,5
1466,1466,,5,6,11,22
1467,1467,,0,11,11,8
1468,1468,,7,7,14,9
1469,1469,,5,9,14,27
1470,1470,,7,6,13,9
1471,1471,,3,6,9,78
1472,1472,,12,1,13,3
1473,1473,,9,4,13,14
1474,1474,,8,0,8,32
1475,1475,,9,2,11,32
1476,1476,,0,12,12,1
1477,1477,,10,3,13,8
1478,1478,,2,8,10,1
1479,1479,,7,6,13,9
1480,1480,,6,5,11,0
1481,1481,,4,9,13,19
1482,1482,,3,5,8,105
1483,1483,,2,11,13,4
1484,1484,,5,3,8,4
1485,1485,,5,6,11,3
1486,1486,,4,6,10,16
1487,1487,,3,5,8,3
1488,1488,,0,0,0,17
1489,1489,,9,3,12,94
1490,1490,,5,6,11,5
1491,1491,,7,6,13,94
1492,1492,,6,2,8,3
1493,1493,,2,8,10,7
1494,1494,,8,5,13,5
1495,1495,,12,1,13,4
1496,1496,,2,9,11,94
1497,1497,,5,6,11,4
1498,1498,,6,7,13,16
1499,1499,,5,7,12,105
1500,1500,,4,8,12,4
1501,1501,,2,11,13,4
1502,1502,,4,6,10,94
1503,1503,,7,5,12,3
1504,1504,,4,4,8,94
1505,1505,,4,6,10,22
1506,1506,,5,8,13,1
1507,1507,,3,8,11,4
1508,1508,,1,11,12,4
1509,1509,,7,6,13,3
1510,1510,,4,6,10,5
1511,1511,,6,6,12,4
1512,1512,,1,6,7,7
1513,1513,,3,6,9,4
1514,1514,,2,8,10,78
1515,1515,,9,4,13,3
1516,1516,,4,5,9,3
1517,1517,,9,4,13,3
1518,1518,,3,9,12,105
1519,1519,,9,2,11,14
1520,1520,,5,5,10,27
1521,1521,,6,4,10,105
1522,1522,,6,7,13,18
1523,1523,,5,6,11,8
1524,1524,,8,5,13,4
1525,1525,,5,8,13,94
1526,1526,,4,5,9,5
1527,1527,,2,9,11,4
1528,1528,,6,4,10,7
1529,1529,,12,1,13,1
1530,1530,,3,3,6,9
1531,1531,,6,7,13,77
1532,1532,,7,6,13,78
1533,1533,,0,11,11,5
1534,1534,,6,7,13,18
1535,1535,,5,6,11,7
1536,1536,,6,3,9,19
1537,1537,,5,6,11,78
1538,1538,,10,3,13,1
1539,1539,,2,3,5,94
1540,1540,,8,4,12,4
1541,1541,,0,13,13,3
1542,1542,,5,8,13,1
1543,1543,,4,2,6,78
1544,1544,,5,8,13,14
1545,1545,,7,6,13,19
1546,1546,,3,7,10,1
1547,1547,,6,7,13,5
1548,1548,,2,2,4,33
1549,1549,,3,5,8,3
1550,1550,,6,6,12,5
1551,1551,,6,6,12,78
1552,1552,,9,2,11,1
1553,1553,,3,4,7,77
1554,1554,,1,6,7,18
1555,1555,,7,5,12,24
1556,1556,,3,7,10,32
1557,1557,,4,3,7,105
1558,1558,,7,2,9,7
1559,1559,,3,9,12,78
1560,1560,,6,5,11,19
1561,1561,,2,7,9,7
1562,1562,,6,4,10,4
1563,1563,,9,1,10,18
1564,1564,,10,1,11,105
1565,1565,,5,5,10,94
1566,1566,,1,9,10,3
1567,1567,,6,4,10,78
1568,1568,,5,2,7,10
1569,1569,,9,2,11,8
1570,1570,,7,4,11,78
1571,1571,,2,8,10,3
1572,1572,,2,9,11,3
1573,1573,,3,3,6,77
1574,1574,,4,7,11,105
1575,1575,,7,5,12,7
1576,1576,,5,6,11,9
1577,1577,,7,3,10,4
1578,1578,,6,5,11,5
1579,1579,,0,6,6,14
1580,1580,,3,9,12,9
1581,1581,,2,10,12,33
1582,1582,,8,2,10,8
1583,1583,,4,4,8,5
1584,1584,,4,6,10,3
1585,1585,,4,4,8,5
1586,1586,,1,7,8,3
1587,1587,,6,6,12,77
1588,1588,,4,8,12,33
1589,1589,,0,10,10,18
1590,1590,,1,10,11,4
1591,1591,,5,5,10,9
1592,1592,,5,5,10,22
1593,1593,,7,4,11,5
1594,1594,,1,11,12,105
1595,1595,,0,8,8,8
1596,1596,,5,2,7,32
1597,1597,,2,6,8,5
1598,1598,,5,4,9,94
1599,1599,,4,2,6,8
1600,1600,,0,0,0,20
1601,1601,,2,10,12,14
1602,1602,,2,10,12,7
1603,1603,,1,10,11,18
1604,1604,,3,4,7,3
1605,1605,,4,8,12,105
1606,1606,,3,7,10,5
1607,1607,,7,4,11,33
1608,1608,,8,2,10,6
1609,1609,,4,4,8,22
1610,1610,,3,9,12,9
1611,1611,,7,5,12,33
1612,1612,,4,6,10,0
1613,1613,,6,6,12,57
1614,1614,,1,8,9,9
1615,1615,,5,6,11,4
1616,1616,,4,8,12,4
1617,1617,,7,3,10,18
1618,1618,,6,6,12,4
1619,1619,,1,11,12,22
1620,1620,,6,6,12,1
1621,1621,,4,8,12,8
1622,1622,,6,6,12,2
1623,1623,,2,10,12,1
1624,1624,,2,2,4,3
1625,1625,,7,5,12,18
1626,1626,,8,4,12,33
1627,1627,,6,6,12,34
1628,1628,,2,8,10,14
1629,1629,,10,1,11,9
1630,1630,,6,6,12,3
1631,1631,,10,2,12,5
1632,1632,,5,4,9,33
1633,1633,,4,6,10,94
1634,1634,,7,4,11,4
1635,1635,,0,8,8,1
1636,1636,,2,7,9,18
1637,1637,,11,0,11,5
1638,1638,,3,8,11,94
1639,1639,,2,9,11,18
1640,1640,,2,6,8,16
1641,1641,,4,6,10,1
1642,1642,,5,2,7,24
1643,1643,,6,5,11,5
1644,1644,,1,7,8,22
1645,1645,,6,5,11,18
1646,1646,,8,2,10,33
1647,1647,,4,3,7,3
1648,1648,,5,5,10,5
1649,1649,,1,8,9,3
1650,1650,,8,1,9,5
1651,1651,,0,3,3,3
1652,1652,,1,4,5,9
1653,1653,,3,5,8,105
1654,1654,,3,5,8,16
1655,1655,,6,3,9,3
1656,1656,,5,4,9,1
1657,1657,,6,4,10,5
1658,1658,,5,5,10,16
1659,1659,,3,5,8,27
1660,1660,,8,3,11,8
1661,1661,,7,2,9,19
1662,1662,,7,4,11,3
1663,1663,,2,3,5,18
1664,1664,,1,3,4,5
1665,1665,,8,0,8,77
1666,1666,,8,3,11,105
1667,1667,,3,6,9,33
1668,1668,,4,7,11,94
1669,1669,,2,6,8,5
1670,1670,,0,11,11,3
1671,1671,,11,0,11,8
1672,1672,,6,3,9,5
1673,1673,,2,9,11,94
1674,1674,,7,2,9,34
1675,1675,,4,7,11,3
1676,1676,,7,2,9,18
1677,1677,,4,7,11,4
1678,1678,,5,6,11,10
1679,1679,,4,4,8,94
1680,1680,,9,2,11,3
1681,1681,,3,6,9,0
1682,1682,,5,6,11,5
1683,1683,,1,8,9,3
1684,1684,,1,9,10,33
1685,1685,,9,2,11,7
1686,1686,,3,8,11,105
1687,1687,,5,4,9,3
1688,1688,,3,2,5,8
1689,1689,,2,9,11,19
1690,1690,,2,8,10,8
1691,1691,,2,6,8,14
1692,1692,,6,5,11,22
1693,1693,,6,3,9,14
1694,1694,,3,3,6,3
1695,1695,,3,8,11,7
1696,1696,,4,6,10,21
1697,1697,,8,1,9,5
1698,1698,,4,7,11,33
1699,1699,,3,8,11,4
1700,1700,,4,6,10,0
1701,1701,,7,4,11,16
1702,1702,,7,3,10,33
1703,1703,,8,0,8,8
1704,1704,,7,4,11,22
1705,1705,,1,10,11,3
1706,1706,,5,6,11,82
1707,1707,,0,11,11,78
1708,1708,,2,9,11,4
1709,1709,,5,3,8,3
1710,1710,,3,5,8,9
1711,1711,,1,4,5,3
1712,1712,,2,7,9,16
1713,1713,,10,1,11,22
1714,1714,,0,11,11,16
1715,1715,,7,2,9,14
1716,1716,,1,4,5,19
1717,1717,,4,6,10,19
1718,1718,,3,8,11,3
1719,1719,,5,3,8,40
1720,1720,,3,4,7,9
1721,1721,,1,8,9,22
1722,1722,,9,2,11,33
1723,1723,,1,8,9,18
1724,1724,,7,2,9,7
1725,1725,,5,3,8,22
1726,1726,,5,5,10,3
1727,1727,,4,6,10,14
1728,1728,,4,4,8,105
1729,1729,,4,7,11,5
1730,1730,,5,1,6,5
1731,1731,,2,1,3,9
1732,1732,,1,4,5,7
1733,1733,,0,7,7,33
1734,1734,,2,9,11,94
1735,1735,,6,5,11,19
1736,1736,,2,9,11,22
1737,1737,,8,0,8,6
1738,1738,,2,7,9,5
1739,1739,,6,4,10,0
1740,1740,,3,5,8,40
1741,1741,,5,5,10,5
1742,1742,,2,6,8,9
1743,1743,,4,5,9,1
1744,1744,,7,2,9,3
1745,1745,,3,6,9,94
1746,1746,,2,6,8,1
1747,1747,,4,7,11,4
1748,1748,,4,4,8,1
1749,1749,,5,6,11,4
1750,1750,,3,8,11,78
1751,1751,,0,6,6,0
1752,1752,,1,8,9,3
1753,1753,,1,3,4,9
1754,1754,,7,4,11,5
1755,1755,,4,5,9,32
1756,1756,,3,3,6,8
1757,1757,,10,1,11,8
1758,1758,,4,7,11,5
1759,1759,,4,3,7,9
1760,1760,,6,0,6,5
1761,1761,,6,5,11,1
1762,1762,,6,4,10,22
1763,1763,,0,5,5,4
1764,1764,,0,7,7,32
1765,1765,,6,3,9,9
1766,1766,,0,5,5,4
1767,1767,,2,8,10,22
1768,1768,,0,8,8,4
1769,1769,,0,3,3,8
1770,1770,,0,10,10,18
1771,1771,,3,3,6,24
1772,1772,,4,5,9,5
1773,1773,,6,2,8,8
1774,1774,,3,4,7,3
1775,1775,,8,1,9,94
1776,1776,,4,3,7,10
1777,1777,,5,2,7,33
1778,1778,,3,5,8,7
1779,1779,,7,2,9,14
1780,1780,,3,7,10,3
1781,1781,,5,3,8,105
1782,1782,,3,2,5,9
1783,1783,,3,5,8,77
1784,1784,,1,6,7,4
1785,1785,,6,4,10,0
1786,1786,,5,5,10,4
1787,1787,,1,5,6,5
1788,1788,,4,5,9,9
1789,1789,,6,4,10,5
1790,1790,,3,2,5,18
1791,1791,,4,6,10,0
1792,1792,,5,1,6,3
1793,1793,,4,2,6,19
1794,1794,,6,4,10,5
1795,1795,,1,3,4,8
1796,1796,,9,0,9,8
1797,1797,,7,0,7,1
1798,1798,,3,2,5,9
1799,1799,,6,3,9,0
1800,1800,,2,7,9,6
1801,1801,,6,3,9,34
1802,1802,,3,7,10,19
1803,1803,,3,4,7,4
1804,1804,,3,2,5,9
1805,1805,,4,2,6,9
1806,1806,,1,8,9,94
1807,1807,,5,5,10,1
1808,1808,,3,7,10,3
1809,1809,,3,7,10,3
1810,1810,,5,5,10,32
1811,1811,,5,3,8,94
1812,1812,,3,2,5,3
1813,1813,,6,4,10,34
1814,1814,,5,5,10,4
1815,1815,,3,7,10,9
1816,1816,,2,4,6,32
1817,1817,,3,5,8,22
1818,1818,,0,6,6,1
1819,1819,,4,6,10,4
1820,1820,,5,4,9,8
1821,1821,,1,8,9,4
1822,1822,,4,6,10,5
1823,1823,,3,3,6,1
1824,1824,,6,2,8,94
1825,1825,,6,4,10,1
1826,1826,,6,2,8,24
1827,1827,,8,2,10,39
1828,1828,,3,5,8,4
1829,1829,,7,3,10,24
1830,1830,,1,2,3,8
1831,1831,,3,7,10,18
1832,1832,,6,4,10,16
1833,1833,,4,6,10,39
1834,1834,,3,5,8,16
1835,1835,,4,2,6,18
1836,1836,,5,3,8,9
1837,1837,,2,1,3,6
1838,1838,,9,1,10,9
1839,1839,,4,6,10,18
1840,1840,,2,5,7,94
1841,1841,,3,5,8,3
1842,1842,,3,0,3,78
1843,1843,,2,8,10,18
1844,1844,,3,1,4,18
1845,1845,,1,8,9,1
1846,1846,,4,4,8,8
1847,1847,,1,8,9,3
1848,1848,,0,5,5,4
1849,1849,,6,4,10,32
1850,1850,,0,10,10,3
1851,1851,,6,4,10,0
1852,1852,,2,6,8,1
1853,1853,,6,3,9,3
1854,1854,,2,8,10,4
1855,1855,,5,5,10,4
1856,1856,,5,5,10,3
1857,1857,,0,8,8,5
1858,1858,,5,5,10,19
1859,1859,,5,3,8,78
1860,1860,,3,3,6,9
1861,1861,,4,1,5,4
1862,1862,,6,4,10,4
1863,1863,,2,4,6,5
1864,1864,,4,2,6,1
1865,1865,,3,7,10,1
1866,1866,,5,5,10,1
1867,1867,,1,1,2,22
1868,1868,,5,3,8,33
1869,1869,,4,5,9,3
1870,1870,,10,0,10,1
1871,1871,,3,7,10,3
1872,1872,,2,7,9,78
1873,1873,,2,7,9,18
1874,1874,,3,2,5,4
1875,1875,,2,6,8,3
1876,1876,,1,3,4,3
1877,1877,,1,7,8,18
1878,1878,,3,6,9,4
1879,1879,,6,2,8,3
1880,1880,,3,4,7,94
1881,1881,,0,1,1,5
1882,1882,,3,6,9,3
1883,1883,,0,8,8,82
1884,1884,,4,5,9,3
1885,1885,,3,2,5,34
1886,1886,,6,2,8,8
1887,1887,,4,4,8,82
1888,1888,,3,4,7,3
1889,1889,,4,3,7,78
1890,1890,,4,4,8,9
1891,1891,,0,0,0,23
1892,1892,,1,8,9,3
1893,1893,,9,0,9,5
1894,1894,,1,7,8,0
1895,1895,,4,2,6,78
1896,1896,,5,4,9,4
1897,1897,,3,3,6,16
1898,1898,,3,6,9,4
1899,1899,,4,5,9,5
1900,1900,,2,6,8,4
1901,1901,,1,7,8,78
1902,1902,,4,4,8,22
1903,1903,,5,4,9,5
1904,1904,,3,2,5,8
1905,1905,,4,3,7,33
1906,1906,,2,7,9,94
1907,1907,,4,5,9,3
1908,1908,,3,6,9,32
1909,1909,,6,3,9,1
1910,1910,,4,5,9,0
1911,1911,,6,3,9,18
1912,1912,,2,6,8,5
1913,1913,,8,1,9,18
1914,1914,,3,4,7,77
1915,1915,,4,5,9,5
1916,1916,,5,4,9,19
1917,1917,,6,3,9,77
1918,1918,,3,5,8,4
1919,1919,,5,3,8,3
1920,1920,,6,3,9,0
1921,1921,,4,5,9,3
1922,1922,,3,4,7,4
1923,1923,,5,4,9,32
1924,1924,,4,4,8,27
1925,1925,,3,6,9,22
1926,1926,,5,4,9,4
1927,1927,,4,3,7,78
1928,1928,,0,7,7,24
1929,1929,,5,4,9,4
1930,1930,,0,1,1,3
1931,1931,,7,1,8,3
1932,1932,,4,5,9,4
1933,1933,,3,1,4,4
1934,1934,,4,4,8,4
1935,1935,,4,4,8,105
1936,1936,,8,1,9,105
1937,1937,,2,7,9,6
1938,1938,,4,5,9,4
1939,1939,,3,6,9,22
1940,1940,,3,4,7,1
1941,1941,,2,6,8,19
1942,1942,,2,1,3,10
1943,1943,,3,3,6,78
1944,1944,,4,3,7,22
1945,1945,,4,5,9,33
1946,1946,,2,6,8,105
1947,1947,,2,5,7,18
1948,1948,,9,0,9,105
1949,1949,,7,2,9,78
1950,1950,,1,7,8,3
1951,1951,,2,6,8,4
1952,1952,,3,6,9,22
1953,1953,,2,6,8,1
1954,1954,,1,2,3,0
1955,1955,,2,3,5,33
1956,1956,,2,6,8,27
1957,1957,,2,5,7,7
1958,1958,,1,4,5,3
1959,1959,,3,3,6,78
1960,1960,,2,7,9,32
1961,1961,,1,6,7,4
1962,1962,,2,4,6,94
1963,1963,,3,5,8,77
1964,1964,,4,5,9,33
1965,1965,,0,7,7,82
1966,1966,,1,7,8,16
1967,1967,,3,4,7,22
1968,1968,,6,1,7,6
1969,1969,,6,2,8,4
1970,1970,,1,7,8,16
1971,1971,,3,6,9,94
1972,1972,,6,1,7,3
1973,1973,,5,4,9,3
1974,1974,,2,7,9,4
1975,1975,,5,4,9,78
1976,1976,,7,2,9,5
1977,1977,,0,9,9,3
1978,1978,,6,3,9,3
1979,1979,,4,3,7,4
1980,1980,,1,7,8,7
1981,1981,,2,5,7,5
1982,1982,,2,7,9,5
1983,1983,,4,2,6,18
1984,1984,,6,2,8,19
1985,1985,,5,4,9,3
1986,1986,,2,5,7,10
1987,1987,,4,4,8,1
1988,1988,,5,3,8,105
1989,1989,,7,2,9,78
1990,1990,,1,1,2,9
