Id,Label,timeset,modularity_class,indegree,outdegree,degree
6262,6262,,66,3,5,8
6263,6263,,105,4,4,8
6264,6264,,0,2,4,6
6265,6265,,8,3,3,6
6266,6266,,23,0,4,4
6267,6267,,8,5,5,10
6268,6268,,0,48,37,85
6269,6269,,11,0,1,1
6270,6270,,11,2,0,2
6271,6271,,23,19,39,58
6272,6272,,43,1,0,1
6273,6273,,15,8,12,20
6274,6274,,88,20,43,63
6275,6275,,8,10,9,19
6276,6276,,8,13,17,30
6277,6277,,8,0,1,1
6278,6278,,45,4,11,15
6279,6279,,66,1,1,2
6280,6280,,23,0,1,1
6281,6281,,43,0,3,3
6282,6282,,11,1,2,3
6283,6283,,8,12,7,19
6284,6284,,14,5,7,12
6285,6285,,3,5,7,12
6286,6286,,66,4,4,8
6287,6287,,11,6,2,8
6288,6288,,11,48,88,136
6289,6289,,66,2,4,6
6290,6290,,23,2,0,2
6291,6291,,3,1,13,14
6292,6292,,66,0,5,5
6293,6293,,43,16,29,45
6294,6294,,120,3,17,20
6295,6295,,43,0,1,1
6296,6296,,105,3,1,4
6297,6297,,43,17,59,76
6298,6298,,21,0,1,1
6299,6299,,21,4,2,6
6300,6300,,76,9,23,32
6301,6301,,14,3,10,13
6302,6302,,43,10,3,13
6303,6303,,105,2,3,5
6304,6304,,76,0,5,5
6305,6305,,76,1,0,1
6306,6306,,21,13,36,49
6307,6307,,127,7,2,9
6308,6308,,105,1,0,1
6309,6309,,23,22,26,48
6310,6310,,8,2,0,2
6311,6311,,0,2,3,5
6312,6312,,127,1,1,2
6313,6313,,45,0,1,1
6314,6314,,23,9,12,21
6315,6315,,23,3,0,3
6316,6316,,105,3,17,20
6317,6317,,76,0,1,1
6318,6318,,8,7,4,11
6319,6319,,0,5,15,20
6320,6320,,0,7,1,8
6321,6321,,105,0,6,6
6322,6322,,22,0,1,1
6323,6323,,22,1,0,1
6324,6324,,0,1,6,7
6325,6325,,23,0,4,4
6326,6326,,23,9,0,9
6327,6327,,23,2,0,2
6328,6328,,43,5,14,19
6329,6329,,11,2,2,4
6330,6330,,23,4,2,6
6331,6331,,3,0,3,3
6332,6332,,3,3,2,5
6333,6333,,21,2,7,9
6334,6334,,23,7,25,32
6335,6335,,8,3,11,14
6336,6336,,23,3,0,3
6337,6337,,15,1,0,1
6338,6338,,23,1,4,5
6339,6339,,31,9,8,17
6340,6340,,21,15,31,46
6341,6341,,23,2,7,9
6342,6342,,23,3,0,3
6343,6343,,43,0,5,5
6344,6344,,45,0,4,4
6345,6345,,0,1,2,3
6346,6346,,23,0,1,1
6347,6347,,43,0,1,1
6348,6348,,23,8,7,15
6349,6349,,24,22,14,36
6350,6350,,45,0,10,10
6351,6351,,45,1,17,18
6352,6352,,45,7,2,9
6353,6353,,66,7,16,23
6354,6354,,3,1,0,1
6355,6355,,15,6,5,11
6356,6356,,43,1,13,14
6357,6357,,0,0,1,1
6358,6358,,23,15,5,20
6359,6359,,8,9,8,17
6360,6360,,52,2,6,8
6361,6361,,3,2,7,9
6362,6362,,15,11,16,27
6363,6363,,76,2,14,16
6364,6364,,76,1,1,2
6365,6365,,76,1,2,3
6366,6366,,76,2,2,4
6367,6367,,45,0,5,5
6368,6368,,45,1,2,3
6369,6369,,45,1,0,1
6370,6370,,23,2,2,4
6371,6371,,3,2,0,2
6372,6372,,8,17,15,32
6373,6373,,8,2,8,10
6374,6374,,8,7,1,8
6375,6375,,8,12,21,33
6376,6376,,8,2,0,2
6377,6377,,11,0,1,1
6378,6378,,52,21,18,39
6379,6379,,52,26,17,43
6380,6380,,23,2,6,8
6381,6381,,11,1,4,5
6382,6382,,76,4,3,7
6383,6383,,3,2,1,3
6384,6384,,23,2,2,4
6385,6385,,3,1,1,2
6386,6386,,3,15,9,24
6387,6387,,8,2,3,5
6388,6388,,23,4,4,8
6389,6389,,0,8,3,11
6390,6390,,127,1,3,4
6391,6391,,76,6,1,7
6392,6392,,8,0,1,1
6393,6393,,43,4,4,8
6394,6394,,52,3,6,9
6395,6395,,52,1,1,2
6396,6396,,8,3,9,12
6397,6397,,8,1,3,4
6398,6398,,8,4,2,6
6399,6399,,66,9,4,13
6400,6400,,66,4,11,15
6401,6401,,66,2,4,6
6402,6402,,21,1,1,2
6403,6403,,0,1,4,5
6404,6404,,23,21,10,31
6405,6405,,14,4,5,9
6406,6406,,14,6,0,6
6407,6407,,18,15,2,17
6408,6408,,43,7,14,21
6409,6409,,8,4,1,5
6410,6410,,127,2,9,11
6411,6411,,127,8,9,17
6412,6412,,23,1,1,2
6413,6413,,43,1,0,1
6414,6414,,43,13,7,20
6415,6415,,105,3,19,22
6416,6416,,66,1,4,5
6417,6417,,23,9,13,22
6418,6418,,66,12,17,29
6419,6419,,52,10,30,40
6420,6420,,23,8,3,11
6421,6421,,11,1,4,5
6422,6422,,43,9,9,18
6423,6423,,23,18,9,27
6424,6424,,21,0,1,1
6425,6425,,21,4,2,6
6426,6426,,0,4,6,10
6427,6427,,8,0,2,2
6428,6428,,111,9,7,16
6429,6429,,111,26,10,36
6430,6430,,8,1,2,3
6431,6431,,8,0,1,1
6432,6432,,23,18,13,31
6433,6433,,3,1,3,4
6434,6434,,3,5,3,8
6435,6435,,3,1,0,1
6436,6436,,23,7,17,24
6437,6437,,52,5,6,11
6438,6438,,52,1,5,6
6439,6439,,52,5,2,7
6440,6440,,14,0,1,1
6441,6441,,31,19,9,28
6442,6442,,31,0,4,4
6443,6443,,31,0,7,7
6444,6444,,31,0,1,1
6445,6445,,31,1,1,2
6446,6446,,23,23,21,44
6447,6447,,0,3,0,3
6448,6448,,8,0,9,9
6449,6449,,31,1,2,3
6450,6450,,14,1,0,1
6451,6451,,14,3,1,4
6452,6452,,15,2,6,8
6453,6453,,8,0,2,2
6454,6454,,23,5,10,15
6455,6455,,8,0,3,3
6456,6456,,45,21,40,61
6457,6457,,15,2,1,3
6458,6458,,18,0,5,5
6459,6459,,18,14,13,27
6460,6460,,6,1,3,4
6461,6461,,11,45,29,74
6462,6462,,11,0,1,1
6463,6463,,31,1,4,5
6464,6464,,14,3,1,4
6465,6465,,18,20,4,24
6466,6466,,23,0,71,71
6467,6467,,23,20,47,67
6468,6468,,14,0,2,2
6469,6469,,0,0,1,1
6470,6470,,105,13,5,18
6471,6471,,43,9,2,11
6472,6472,,0,2,1,3
6473,6473,,6,17,12,29
6474,6474,,11,1,0,1
6475,6475,,105,6,28,34
6476,6476,,120,10,4,14
6477,6477,,3,2,2,4
6478,6478,,76,1,1,2
6479,6479,,23,60,75,135
6480,6480,,23,5,11,16
6481,6481,,11,0,1,1
6482,6482,,0,3,5,8
6483,6483,,11,3,11,14
6484,6484,,8,14,17,31
6485,6485,,14,1,1,2
6486,6486,,127,0,1,1
6487,6487,,0,13,11,24
6488,6488,,23,51,53,104
6489,6489,,43,5,15,20
6490,6490,,88,0,2,2
6491,6491,,6,5,15,20
6492,6492,,111,11,22,33
6493,6493,,8,10,1,11
6494,6494,,0,17,2,19
6495,6495,,11,15,52,67
6496,6496,,31,3,2,5
6497,6497,,8,5,5,10
6498,6498,,43,0,1,1
6499,6499,,23,3,8,11
6500,6500,,8,8,8,16
6501,6501,,8,1,2,3
6502,6502,,24,10,7,17
6503,6503,,8,2,0,2
6504,6504,,18,2,5,7
6505,6505,,18,14,0,14
6506,6506,,127,4,2,6
6507,6507,,8,1,2,3
6508,6508,,14,5,6,11
6509,6509,,127,0,1,1
6510,6510,,127,4,3,7
6511,6511,,11,17,28,45
6512,6512,,23,0,1,1
6513,6513,,0,2,19,21
6514,6514,,8,9,10,19
6515,6515,,15,1,3,4
6516,6516,,15,19,18,37
6517,6517,,8,0,1,1
6518,6518,,88,13,4,17
6519,6519,,23,4,6,10
6520,6520,,11,40,31,71
6521,6521,,23,60,40,100
6522,6522,,14,2,0,2
6523,6523,,0,1,0,1
6524,6524,,14,0,1,1
6525,6525,,14,8,2,10
6526,6526,,11,0,5,5
6527,6527,,31,3,6,9
6528,6528,,23,2,0,2
6529,6529,,23,0,1,1
6530,6530,,23,1,1,2
6531,6531,,23,37,5,42
6532,6532,,15,8,20,28
6533,6533,,11,0,1,1
6534,6534,,14,3,4,7
6535,6535,,14,0,2,2
6536,6536,,14,7,1,8
6537,6537,,66,4,1,5
6538,6538,,8,0,4,4
6539,6539,,8,1,1,2
6540,6540,,8,11,18,29
6541,6541,,8,1,0,1
6542,6542,,88,1,0,1
6543,6543,,31,23,1,24
6544,6544,,21,5,6,11
6545,6545,,23,4,4,8
6546,6546,,23,40,35,75
6547,6547,,23,9,21,30
6548,6548,,15,2,2,4
6549,6549,,0,8,3,11
6550,6550,,0,6,0,6
6551,6551,,52,5,0,5
6552,6552,,18,4,7,11
6553,6553,,88,1,6,7
6554,6554,,88,3,0,3
6555,6555,,23,1,1,2
6556,6556,,23,3,9,12
6557,6557,,127,2,2,4
6558,6558,,0,2,2,4
6559,6559,,15,5,7,12
6560,6560,,43,0,6,6
6561,6561,,23,4,2,6
6562,6562,,11,2,0,2
6563,6563,,111,10,26,36
6564,6564,,8,1,0,1
6565,6565,,15,29,47,76
6566,6566,,23,10,7,17
6567,6567,,21,10,24,34
6568,6568,,43,0,4,4
6569,6569,,8,6,7,13
6570,6570,,52,3,10,13
6571,6571,,23,1,1,2
6572,6572,,18,2,0,2
6573,6573,,15,10,2,12
6574,6574,,8,0,1,1
6575,6575,,23,1,0,1
6576,6576,,127,2,1,3
6577,6577,,21,7,14,21
6578,6578,,11,3,4,7
6579,6579,,111,1,5,6
6580,6580,,45,3,1,4
6581,6581,,8,1,6,7
6582,6582,,8,3,5,8
6583,6583,,23,2,8,10
6584,6584,,23,0,1,1
6585,6585,,0,1,0,1
6586,6586,,11,1,2,3
6587,6587,,23,0,1,1
6588,6588,,52,24,45,69
6589,6589,,18,1,1,2
6590,6590,,18,2,0,2
6591,6591,,52,1,4,5
6592,6592,,23,2,1,3
6593,6593,,8,1,0,1
6594,6594,,11,0,1,1
6595,6595,,14,3,1,4
6596,6596,,11,1,3,4
6597,6597,,8,18,25,43
6598,6598,,45,0,2,2
6599,6599,,52,8,6,14
6600,6600,,111,5,3,8
6601,6601,,23,13,19,32
6602,6602,,23,0,1,1
6603,6603,,21,10,8,18
6604,6604,,15,9,10,19
6605,6605,,23,4,6,10
6606,6606,,43,1,3,4
6607,6607,,5,4,25,29
6608,6608,,21,1,1,2
6609,6609,,21,0,1,1
6610,6610,,21,4,1,5
6611,6611,,43,4,2,6
6612,6612,,23,0,1,1
6613,6613,,43,0,1,1
6614,6614,,105,2,3,5
6615,6615,,8,7,0,7
6616,6616,,43,12,5,17
6617,6617,,105,1,1,2
6618,6618,,43,6,13,19
6619,6619,,43,4,3,7
6620,6620,,43,17,6,23
6621,6621,,43,0,3,3
6622,6622,,23,6,5,11
6623,6623,,23,10,11,21
6624,6624,,0,2,7,9
6625,6625,,0,6,13,19
6626,6626,,23,1,0,1
6627,6627,,8,3,2,5
6628,6628,,23,13,7,20
6629,6629,,24,1,1,2
6630,6630,,24,3,2,5
6631,6631,,15,0,5,5
6632,6632,,3,10,11,21
6633,6633,,23,2,3,5
6634,6634,,43,1,2,3
6635,6635,,11,0,1,1
6636,6636,,8,1,7,8
6637,6637,,8,11,16,27
6638,6638,,14,1,1,2
6639,6639,,23,0,1,1
6640,6640,,23,45,50,95
6641,6641,,14,5,9,14
6642,6642,,14,1,0,1
6643,6643,,14,2,0,2
6644,6644,,88,0,2,2
6645,6645,,88,1,1,2
6646,6646,,5,0,2,2
6647,6647,,24,10,3,13
6648,6648,,127,2,6,8
6649,6649,,21,6,6,12
6650,6650,,23,43,39,82
6651,6651,,127,4,0,4
6652,6652,,52,6,5,11
6653,6653,,23,0,2,2
6654,6654,,23,1,8,9
6655,6655,,43,1,0,1
6656,6656,,43,2,0,2
6657,6657,,120,2,10,12
6658,6658,,120,2,12,14
6659,6659,,14,25,5,30
6660,6660,,8,1,6,7
6661,6661,,120,9,1,10
6662,6662,,52,27,10,37
6663,6663,,23,0,1,1
6664,6664,,52,1,2,3
6665,6665,,8,5,4,9
6666,6666,,43,32,19,51
6667,6667,,8,3,2,5
6668,6668,,23,14,31,45
6669,6669,,0,0,13,13
6670,6670,,0,9,22,31
6671,6671,,3,3,10,13
6672,6672,,111,6,5,11
6673,6673,,111,1,5,6
6674,6674,,111,15,12,27
6675,6675,,3,1,2,3
6676,6676,,3,8,1,9
6677,6677,,127,1,2,3
6678,6678,,11,3,1,4
6679,6679,,52,12,25,37
6680,6680,,23,0,2,2
6681,6681,,14,2,2,4
6682,6682,,31,5,2,7
6683,6683,,31,7,3,10
6684,6684,,31,3,2,5
6685,6685,,31,3,8,11
6686,6686,,18,2,3,5
6687,6687,,23,4,2,6
6688,6688,,45,9,9,18
6689,6689,,14,2,9,11
6690,6690,,23,1,0,1
6691,6691,,8,5,5,10
6692,6692,,8,19,14,33
6693,6693,,23,0,2,2
6694,6694,,14,6,4,10
6695,6695,,8,2,4,6
6696,6696,,6,0,1,1
6697,6697,,6,1,0,1
6698,6698,,76,1,2,3
6699,6699,,11,0,1,1
6700,6700,,18,0,1,1
6701,6701,,8,0,5,5
6702,6702,,31,6,28,34
6703,6703,,76,0,1,1
6704,6704,,8,12,9,21
6705,6705,,14,6,12,18
6706,6706,,127,2,3,5
6707,6707,,23,0,1,1
6708,6708,,23,10,24,34
6709,6709,,23,7,3,10
6710,6710,,8,0,2,2
6711,6711,,8,4,2,6
6712,6712,,23,34,40,74
6713,6713,,23,7,3,10
6714,6714,,6,24,35,59
6715,6715,,3,5,3,8
6716,6716,,8,10,3,13
6717,6717,,43,19,5,24
6718,6718,,23,4,11,15
6719,6719,,23,28,15,43
6720,6720,,15,11,0,11
6721,6721,,88,2,2,4
6722,6722,,8,14,8,22
6723,6723,,111,1,1,2
6724,6724,,111,1,3,4
6725,6725,,127,2,0,2
6726,6726,,23,2,2,4
6727,6727,,8,6,7,13
6728,6728,,23,2,1,3
6729,6729,,105,3,10,13
6730,6730,,105,1,1,2
6731,6731,,14,26,27,53
6732,6732,,111,4,0,4
6733,6733,,111,0,2,2
6734,6734,,111,1,2,3
6735,6735,,3,15,16,31
6736,6736,,23,1,3,4
6737,6737,,11,1,1,2
6738,6738,,23,8,5,13
6739,6739,,15,3,3,6
6740,6740,,18,0,3,3
6741,6741,,15,8,8,16
6742,6742,,15,4,2,6
6743,6743,,14,1,1,2
6744,6744,,43,14,12,26
6745,6745,,8,1,0,1
6746,6746,,23,26,40,66
6747,6747,,14,1,3,4
6748,6748,,23,5,4,9
6749,6749,,15,3,5,8
6750,6750,,18,2,2,4
6751,6751,,45,0,2,2
6752,6752,,24,15,30,45
6753,6753,,8,13,10,23
6754,6754,,15,2,1,3
6755,6755,,52,55,51,106
6756,6756,,8,0,1,1
6757,6757,,8,1,2,3
6758,6758,,8,2,20,22
6759,6759,,3,3,2,5
6760,6760,,127,0,5,5
6761,6761,,6,1,4,5
6762,6762,,11,0,10,10
6763,6763,,11,2,3,5
6764,6764,,8,4,6,10
6765,6765,,11,6,5,11
6766,6766,,23,6,7,13
6767,6767,,76,2,11,13
6768,6768,,76,4,19,23
6769,6769,,23,4,6,10
6770,6770,,14,22,50,72
6771,6771,,14,17,19,36
6772,6772,,8,1,0,1
6773,6773,,76,3,5,8
6774,6774,,15,0,1,1
6775,6775,,15,14,18,32
6776,6776,,8,1,3,4
6777,6777,,14,0,1,1
6778,6778,,23,3,5,8
6779,6779,,66,0,2,2
6780,6780,,66,1,0,1
6781,6781,,23,2,5,7
6782,6782,,45,0,3,3
6783,6783,,18,2,0,2
6784,6784,,52,27,29,56
6785,6785,,23,1,0,1
6786,6786,,8,1,1,2
6787,6787,,18,1,0,1
6788,6788,,21,5,7,12
6789,6789,,23,11,8,19
6790,6790,,15,5,6,11
6791,6791,,23,2,3,5
6792,6792,,45,4,1,5
6793,6793,,15,16,11,27
6794,6794,,11,3,12,15
6795,6795,,23,1,1,2
6796,6796,,111,6,24,30
6797,6797,,31,45,31,76
6798,6798,,23,1,1,2
6799,6799,,15,0,1,1
6800,6800,,127,11,8,19
6801,6801,,8,145,140,285
6802,6802,,127,2,3,5
6803,6803,,127,1,3,4
6804,6804,,11,8,10,18
6805,6805,,111,1,2,3
6806,6806,,0,1,0,1
6807,6807,,23,23,38,61
6808,6808,,6,1,1,2
6809,6809,,23,0,3,3
6810,6810,,23,0,2,2
6811,6811,,0,12,15,27
6812,6812,,111,4,3,7
6813,6813,,8,4,0,4
6814,6814,,0,2,22,24
6815,6815,,23,0,1,1
6816,6816,,8,29,17,46
6817,6817,,23,0,1,1
6818,6818,,0,5,2,7
6819,6819,,0,1,0,1
6820,6820,,23,16,13,29
6821,6821,,8,1,2,3
6822,6822,,15,5,8,13
6823,6823,,43,0,1,1
6824,6824,,3,0,5,5
6825,6825,,3,13,4,17
6826,6826,,8,1,2,3
6827,6827,,8,0,8,8
6828,6828,,43,1,1,2
6829,6829,,52,2,9,11
6830,6830,,52,0,3,3
6831,6831,,52,7,10,17
6832,6832,,88,0,2,2
6833,6833,,21,5,2,7
6834,6834,,111,4,2,6
6835,6835,,23,2,2,4
6836,6836,,23,7,11,18
6837,6837,,23,5,0,5
6838,6838,,45,2,1,3
6839,6839,,45,5,2,7
6840,6840,,23,1,3,4
6841,6841,,23,0,1,1
6842,6842,,23,7,22,29
6843,6843,,45,4,4,8
6844,6844,,8,1,1,2
6845,6845,,8,1,2,3
6846,6846,,11,1,2,3
6847,6847,,5,5,3,8
6848,6848,,23,5,1,6
6849,6849,,66,14,5,19
6850,6850,,24,0,2,2
6851,6851,,24,22,20,42
6852,6852,,31,10,15,25
6853,6853,,3,10,13,23
6854,6854,,11,17,10,27
6855,6855,,21,26,13,39
6856,6856,,43,3,6,9
6857,6857,,43,10,3,13
6858,6858,,43,6,26,32
6859,6859,,88,7,8,15
6860,6860,,0,1,3,4
6861,6861,,66,6,3,9
6862,6862,,88,2,3,5
6863,6863,,5,0,4,4
6864,6864,,5,13,11,24
6865,6865,,76,8,19,27
6866,6866,,21,29,21,50
6867,6867,,23,10,14,24
6868,6868,,23,1,0,1
6869,6869,,88,2,0,2
6870,6870,,8,0,2,2
6871,6871,,21,6,16,22
6872,6872,,43,2,0,2
6873,6873,,88,0,2,2
6874,6874,,88,2,8,10
6875,6875,,8,6,13,19
6876,6876,,8,1,0,1
6877,6877,,23,1,1,2
6878,6878,,0,8,1,9
6879,6879,,23,0,2,2
6880,6880,,127,10,12,22
6881,6881,,23,10,12,22
6882,6882,,43,6,4,10
6883,6883,,8,4,6,10
6884,6884,,43,1,10,11
6885,6885,,43,9,10,19
6886,6886,,14,1,1,2
6887,6887,,14,14,12,26
6888,6888,,8,1,2,3
6889,6889,,43,0,2,2
6890,6890,,14,1,5,6
6891,6891,,111,1,2,3
6892,6892,,111,4,5,9
6893,6893,,111,1,2,3
6894,6894,,0,15,5,20
6895,6895,,8,10,13,23
6896,6896,,23,2,0,2
6897,6897,,8,1,1,2
6898,6898,,23,1,1,2
6899,6899,,23,1,0,1
6900,6900,,43,2,4,6
6901,6901,,8,5,1,6
6902,6902,,8,2,7,9
6903,6903,,8,2,5,7
6904,6904,,23,4,22,26
6905,6905,,31,2,9,11
6906,6906,,31,1,0,1
6907,6907,,31,5,5,10
6908,6908,,31,9,20,29
6909,6909,,31,7,16,23
6910,6910,,31,1,4,5
6911,6911,,23,9,13,22
6912,6912,,14,26,19,45
6913,6913,,14,2,1,3
6914,6914,,14,1,0,1
6915,6915,,14,0,4,4
6916,6916,,14,12,4,16
6917,6917,,14,0,1,1
6918,6918,,43,6,2,8
6919,6919,,43,10,23,33
6920,6920,,43,1,3,4
6921,6921,,43,30,11,41
6922,6922,,43,2,1,3
6923,6923,,43,9,1,10
6924,6924,,23,1,0,1
6925,6925,,8,6,23,29
6926,6926,,0,3,4,7
6927,6927,,15,0,2,2
6928,6928,,43,0,1,1
6929,6929,,23,5,6,11
6930,6930,,127,29,51,80
6931,6931,,23,7,2,9
6932,6932,,23,8,4,12
6933,6933,,23,1,2,3
6934,6934,,15,4,0,4
6935,6935,,23,9,1,10
6936,6936,,23,18,24,42
6937,6937,,23,6,3,9
6938,6938,,23,0,1,1
6939,6939,,14,0,3,3
6940,6940,,23,3,2,5
6941,6941,,23,2,4,6
6942,6942,,105,36,13,49
6943,6943,,8,1,0,1
6944,6944,,31,7,9,16
6945,6945,,111,1,1,2
6946,6946,,23,6,9,15
6947,6947,,8,1,0,1
6948,6948,,11,0,4,4
6949,6949,,14,15,17,32
6950,6950,,25,0,1,1
6951,6951,,25,1,0,1
6952,6952,,8,0,1,1
6953,6953,,23,1,1,2
6954,6954,,23,0,1,1
6955,6955,,23,9,6,15
6956,6956,,0,4,0,4
6957,6957,,111,12,14,26
6958,6958,,15,4,0,4
6959,6959,,15,1,4,5
6960,6960,,15,20,9,29
6961,6961,,21,4,6,10
6962,6962,,14,2,7,9
6963,6963,,23,2,0,2
6964,6964,,15,3,11,14
6965,6965,,105,5,27,32
6966,6966,,88,2,0,2
6967,6967,,88,0,1,1
6968,6968,,88,1,1,2
6969,6969,,18,3,0,3
6970,6970,,18,5,4,9
6971,6971,,23,0,2,2
6972,6972,,21,3,3,6
6973,6973,,88,3,0,3
6974,6974,,11,13,1,14
6975,6975,,11,1,1,2
6976,6976,,8,1,0,1
6977,6977,,31,0,3,3
6978,6978,,31,0,3,3
6979,6979,,31,3,3,6
6980,6980,,31,13,23,36
6981,6981,,8,0,3,3
6982,6982,,120,0,11,11
6983,6983,,8,5,2,7
6984,6984,,8,1,0,1
6985,6985,,127,0,1,1
6986,6986,,105,1,0,1
6987,6987,,23,9,33,42
6988,6988,,23,10,5,15
6989,6989,,6,12,3,15
6990,6990,,18,3,0,3
6991,6991,,23,1,0,1
6992,6992,,14,1,8,9
6993,6993,,18,1,3,4
6994,6994,,23,0,1,1
6995,6995,,26,0,1,1
6996,6996,,26,1,0,1
6997,6997,,127,0,4,4
6998,6998,,127,5,1,6
6999,6999,,8,0,1,1
7000,7000,,43,7,0,7
7001,7001,,8,0,1,1
7002,7002,,3,4,10,14
7003,7003,,3,7,1,8
7004,7004,,23,13,3,16
7005,7005,,14,2,8,10
7006,7006,,6,3,15,18
7007,7007,,6,1,17,18
7008,7008,,8,14,17,31
7009,7009,,11,4,4,8
7010,7010,,76,4,1,5
7011,7011,,8,11,1,12
7012,7012,,14,9,12,21
7013,7013,,31,4,11,15
7014,7014,,31,1,0,1
7015,7015,,31,3,6,9
7016,7016,,14,5,3,8
7017,7017,,8,4,4,8
7018,7018,,23,1,0,1
7019,7019,,0,3,6,9
7020,7020,,88,1,0,1
7021,7021,,5,0,4,4
7022,7022,,45,27,27,54
7023,7023,,45,2,0,2
7024,7024,,23,0,2,2
7025,7025,,21,0,5,5
7026,7026,,31,18,86,104
7027,7027,,23,41,46,87
7028,7028,,3,13,20,33
7029,7029,,0,3,4,7
7030,7030,,31,5,3,8
7031,7031,,23,8,1,9
7032,7032,,15,15,10,25
7033,7033,,15,17,9,26
7034,7034,,8,7,3,10
7035,7035,,8,11,8,19
7036,7036,,23,2,4,6
7037,7037,,23,3,4,7
7038,7038,,52,6,4,10
7039,7039,,21,6,17,23
7040,7040,,88,3,5,8
7041,7041,,45,2,1,3
7042,7042,,45,1,1,2
7043,7043,,0,1,15,16
7044,7044,,23,20,22,42
7045,7045,,8,2,4,6
7046,7046,,88,5,17,22
7047,7047,,24,1,1,2
7048,7048,,11,2,2,4
7049,7049,,8,2,1,3
7050,7050,,15,3,8,11
7051,7051,,8,1,0,1
7052,7052,,11,9,3,12
7053,7053,,11,2,10,12
7054,7054,,21,3,3,6
7055,7055,,45,3,6,9
7056,7056,,23,0,1,1
7057,7057,,23,12,27,39
7058,7058,,23,0,1,1
7059,7059,,23,3,0,3
7060,7060,,23,3,2,5
7061,7061,,5,19,25,44
7062,7062,,43,4,1,5
7063,7063,,43,3,4,7
7064,7064,,76,1,0,1
7065,7065,,43,29,27,56
7066,7066,,43,4,1,5
7067,7067,,127,25,8,33
7068,7068,,43,1,1,2
7069,7069,,127,1,2,3
7070,7070,,21,3,11,14
7071,7071,,3,6,0,6
7072,7072,,3,1,1,2
7073,7073,,3,4,1,5
7074,7074,,3,3,0,3
7075,7075,,52,1,3,4
7076,7076,,8,0,2,2
7077,7077,,21,15,22,37
7078,7078,,127,0,3,3
7079,7079,,0,1,1,2
7080,7080,,0,1,2,3
7081,7081,,0,1,1,2
7082,7082,,14,0,8,8
7083,7083,,8,8,21,29
7084,7084,,88,6,12,18
7085,7085,,88,25,7,32
7086,7086,,88,3,4,7
7087,7087,,88,3,4,7
7088,7088,,8,12,17,29
7089,7089,,5,3,2,5
7090,7090,,127,1,0,1
7091,7091,,45,1,2,3
7092,7092,,14,2,11,13
7093,7093,,14,4,6,10
7094,7094,,43,2,0,2
7095,7095,,43,3,2,5
7096,7096,,127,0,1,1
7097,7097,,127,6,4,10
7098,7098,,0,3,0,3
7099,7099,,23,9,12,21
7100,7100,,8,1,2,3
7101,7101,,111,5,8,13
7102,7102,,23,0,1,1
7103,7103,,14,14,15,29
7104,7104,,105,2,0,2
7105,7105,,127,2,3,5
7106,7106,,88,0,1,1
7107,7107,,15,1,1,2
7108,7108,,43,4,9,13
7109,7109,,31,5,7,12
7110,7110,,6,3,3,6
7111,7111,,31,0,3,3
7112,7112,,15,1,3,4
7113,7113,,23,14,13,27
7114,7114,,23,10,11,21
7115,7115,,111,21,17,38
7116,7116,,3,2,2,4
7117,7117,,3,1,2,3
7118,7118,,45,1,0,1
7119,7119,,8,2,4,6
7120,7120,,8,1,1,2
7121,7121,,11,7,6,13
7122,7122,,8,1,1,2
7123,7123,,14,9,2,11
7124,7124,,6,4,3,7
7125,7125,,105,2,0,2
7126,7126,,0,5,3,8
7127,7127,,23,3,3,6
7128,7128,,23,4,2,6
7129,7129,,18,2,2,4
7130,7130,,23,0,1,1
7131,7131,,14,30,12,42
7132,7132,,127,0,1,1
7133,7133,,27,0,4,4
7134,7134,,27,2,0,2
7135,7135,,31,0,3,3
7136,7136,,3,10,11,21
7137,7137,,24,7,14,21
7138,7138,,23,12,25,37
7139,7139,,45,17,21,38
7140,7140,,23,18,8,26
7141,7141,,23,3,2,5
7142,7142,,23,4,15,19
7143,7143,,14,1,2,3
7144,7144,,11,1,5,6
7145,7145,,23,0,1,1
7146,7146,,28,0,1,1
7147,7147,,28,1,0,1
7148,7148,,76,2,2,4
7149,7149,,5,76,62,138
7150,7150,,15,18,29,47
7151,7151,,31,2,3,5
7152,7152,,31,5,4,9
7153,7153,,8,7,14,21
7154,7154,,6,8,2,10
7155,7155,,43,0,1,1
7156,7156,,43,1,4,5
7157,7157,,8,0,5,5
7158,7158,,14,12,10,22
7159,7159,,18,8,10,18
7160,7160,,23,6,32,38
7161,7161,,8,11,11,22
7162,7162,,111,3,5,8
7163,7163,,111,1,0,1
7164,7164,,0,0,1,1
7165,7165,,23,15,8,23
7166,7166,,23,5,15,20
7167,7167,,76,20,33,53
7168,7168,,76,1,0,1
7169,7169,,76,22,23,45
7170,7170,,76,1,1,2
7171,7171,,14,1,0,1
7172,7172,,23,1,2,3
7173,7173,,31,3,1,4
7174,7174,,14,1,10,11
7175,7175,,21,13,8,21
7176,7176,,23,3,2,5
7177,7177,,15,2,0,2
7178,7178,,23,2,0,2
7179,7179,,8,8,1,9
7180,7180,,88,0,3,3
7181,7181,,88,1,0,1
7182,7182,,0,2,6,8
7183,7183,,52,2,8,10
7184,7184,,14,26,26,52
7185,7185,,23,3,3,6
7186,7186,,8,2,1,3
7187,7187,,8,4,9,13
7188,7188,,43,10,7,17
7189,7189,,15,1,2,3
7190,7190,,24,1,0,1
7191,7191,,111,1,2,3
7192,7192,,29,1,1,2
