Id,Label,timeset,indegree,outdegree,degree,modularity_class
2163,2163,,14,39,53,256
2164,2164,,19,20,39,44
2165,2165,,0,3,3,113
2166,2166,,1,2,3,14
2167,2167,,0,18,18,216
2168,2168,,4,5,9,30
2169,2169,,7,9,16,27
2170,2170,,14,15,29,30
2171,2171,,29,32,61,49
2172,2172,,0,7,7,301
2173,2173,,44,45,89,812
2174,2174,,0,3,3,113
2175,2175,,56,57,113,14
2176,2176,,0,21,21,804
2177,2177,,0,38,38,216
2178,2178,,0,6,6,46
2179,2179,,59,108,167,42
2180,2180,,0,18,18,22
2181,2181,,0,5,5,262
2182,2182,,29,30,59,272
2183,2183,,0,3,3,46
2184,2184,,0,3,3,46
2185,2185,,0,1,1,44
2186,2186,,0,207,207,806
2187,2187,,4,5,9,260
2188,2188,,12,13,25,19
2189,2189,,0,3,3,216
2190,2190,,7,8,15,14
2191,2191,,0,6,6,46
2192,2192,,0,2,2,46
2193,2193,,23,24,47,256
2194,2194,,22,23,45,39
2195,2195,,10,12,22,41
2196,2196,,54,55,109,17
2197,2197,,0,3,3,44
2198,2198,,91,32,123,27
2199,2199,,0,33,33,21
2200,2200,,54,56,110,259
2201,2201,,0,109,109,806
2202,2202,,2,3,5,49
2203,2203,,0,3,3,316
2204,2204,,0,9,9,46
2205,2205,,0,3,3,46
2206,2206,,0,3,3,41
2207,2207,,21,22,43,90
2208,2208,,0,1,1,28
2209,2209,,0,6,6,46
2210,2210,,0,3,3,46
2211,2211,,0,1,1,73
2212,2212,,30,31,61,49
2213,2213,,0,4,4,77
2214,2214,,0,3,3,77
2215,2215,,0,3,3,46
2216,2216,,4,0,4,46
2217,2217,,0,2,2,96
2218,2218,,0,2,2,46
2219,2219,,0,3,3,77
2220,2220,,0,166,166,806
2221,2221,,3,5,8,57
2222,2222,,0,3,3,74
2223,2223,,0,2,2,46
2224,2224,,41,42,83,19
2225,2225,,0,1,1,133
2226,2226,,33,36,69,29
2227,2227,,0,29,29,30
2228,2228,,3,4,7,46
2229,2229,,0,1,1,46
2230,2230,,0,4,4,46
2231,2231,,8,9,17,19
2232,2232,,15,16,31,813
2233,2233,,6,7,13,204
2234,2234,,11,12,23,215
2235,2235,,36,37,73,73
2236,2236,,0,6,6,46
2237,2237,,0,3,3,260
2238,2238,,0,5,5,259
2239,2239,,0,10,10,14
2240,2240,,2,0,2,14
2241,2241,,0,65,65,255
2242,2242,,5,6,11,47
2243,2243,,0,10,10,46
2244,2244,,50,51,101,77
2245,2245,,8,9,17,260
2246,2246,,10,11,21,29
2247,2247,,0,1,1,73
2248,2248,,0,21,21,804
2249,2249,,0,2,2,804
2250,2250,,0,4,4,46
2251,2251,,0,9,9,19
2252,2252,,0,70,70,804
2253,2253,,13,14,27,67
2254,2254,,0,5,5,46
2255,2255,,14,16,30,152
2256,2256,,0,3,3,46
2257,2257,,0,1,1,260
2258,2258,,8,9,17,55
2259,2259,,0,3,3,47
2260,2260,,45,40,85,41
2261,2261,,5,6,11,813
2262,2262,,2,3,5,55
2263,2263,,0,3,3,46
2264,2264,,0,4,4,44
2265,2265,,23,24,47,272
2266,2266,,0,49,49,813
2267,2267,,5,8,13,39
2268,2268,,19,21,40,14
2269,2269,,0,35,35,204
2270,2270,,0,4,4,67
2271,2271,,0,18,18,77
2272,2272,,3,0,3,46
2273,2273,,2,3,5,46
2274,2274,,0,2,2,81
2275,2275,,31,32,63,262
2276,2276,,0,4,4,46
2277,2277,,7,3,10,90
2278,2278,,8,10,18,44
2279,2279,,30,29,59,34
2280,2280,,0,3,3,113
2281,2281,,20,9,29,27
2282,2282,,15,16,31,272
2283,2283,,1,2,3,46
2284,2284,,0,4,4,46
2285,2285,,29,31,60,56
2286,2286,,0,3,3,67
2287,2287,,3,5,8,27
2288,2288,,0,29,29,239
2289,2289,,0,269,269,806
2290,2290,,1,2,3,272
2291,2291,,31,31,62,113
2292,2292,,43,44,87,260
2293,2293,,0,3,3,260
2294,2294,,0,190,190,806
2295,2295,,4,7,11,260
2296,2296,,9,10,19,41
2297,2297,,40,42,82,272
2298,2298,,36,22,58,15
2299,2299,,0,34,34,216
2300,2300,,0,15,15,216
2301,2301,,22,23,45,46
2302,2302,,0,5,5,22
2303,2303,,5,6,11,55
2304,2304,,9,10,19,216
2305,2305,,22,23,45,46
2306,2306,,5,0,5,46
2307,2307,,0,3,3,77
2308,2308,,0,1,1,204
2309,2309,,3,0,3,204
2310,2310,,23,24,47,58
2311,2311,,0,3,3,124
2312,2312,,0,1,1,25
2313,2313,,0,64,64,272
2314,2314,,0,1,1,113
2315,2315,,0,3,3,53
2316,2316,,6,0,6,53
2317,2317,,0,2,2,204
2318,2318,,0,1,1,50
2319,2319,,0,13,13,804
2320,2320,,0,4,4,46
2321,2321,,0,14,14,216
2322,2322,,3,0,3,216
2323,2323,,0,5,5,46
2324,2324,,0,8,8,152
2325,2325,,9,10,19,50
2326,2326,,0,1,1,77
2327,2327,,0,2,2,46
2328,2328,,18,19,37,260
2329,2329,,0,1,1,152
2330,2330,,3,0,3,152
2331,2331,,0,1,1,74
2332,2332,,5,6,11,77
2333,2333,,0,3,3,77
2334,2334,,13,3,16,47
2335,2335,,0,115,115,90
2336,2336,,0,6,6,46
2337,2337,,22,24,46,259
2338,2338,,0,26,26,204
2339,2339,,0,5,5,110
2340,2340,,1,180,181,110
2341,2341,,0,192,192,806
2342,2342,,0,1,1,113
2343,2343,,0,20,20,804
2344,2344,,0,4,4,18
2345,2345,,0,7,7,46
2346,2346,,0,3,3,46
2347,2347,,0,1,1,46
2348,2348,,0,38,38,204
2349,2349,,39,40,79,30
2350,2350,,1,2,3,804
2351,2351,,39,41,80,44
2352,2352,,66,93,159,96
2353,2353,,41,42,83,272
2354,2354,,0,10,10,216
2355,2355,,8,9,17,280
2356,2356,,0,1,1,47
2357,2357,,0,6,6,41
2358,2358,,9,11,20,46
2359,2359,,0,3,3,67
2360,2360,,0,9,9,46
2361,2361,,0,3,3,67
2362,2362,,0,3,3,77
2363,2363,,0,3,3,42
2364,2364,,6,7,13,43
2365,2365,,0,3,3,260
2366,2366,,0,1,1,73
2367,2367,,79,81,160,260
2368,2368,,1,2,3,77
2369,2369,,0,4,4,46
2370,2370,,3,0,3,46
2371,2371,,0,207,207,806
2372,2372,,43,24,67,73
2373,2373,,0,4,4,44
2374,2374,,71,77,148,215
2375,2375,,33,34,67,260
2376,2376,,15,17,32,27
2377,2377,,60,62,122,41
2378,2378,,58,59,117,42
2379,2379,,0,25,25,204
2380,2380,,13,14,27,260
2381,2381,,0,2,2,272
2382,2382,,2,3,5,73
2383,2383,,0,4,4,46
2384,2384,,0,22,22,260
2385,2385,,0,6,6,46
2386,2386,,0,5,5,46
2387,2387,,65,66,131,27
2388,2388,,0,55,55,316
2389,2389,,0,39,39,804
2390,2390,,3,4,7,260
2391,2391,,42,44,86,25
2392,2392,,46,47,93,73
2393,2393,,0,3,3,77
2394,2394,,19,21,40,41
2395,2395,,4,5,9,25
2396,2396,,0,5,5,46
2397,2397,,0,1,1,46
2398,2398,,0,181,181,804
2399,2399,,10,11,21,21
2400,2400,,0,30,30,204
2401,2401,,25,26,51,260
2402,2402,,0,3,3,46
2403,2403,,38,39,77,39
2404,2404,,0,1,1,14
2405,2405,,28,29,57,77
2406,2406,,0,4,4,46
2407,2407,,52,9,61,36
2408,2408,,3,0,3,36
2409,2409,,0,3,3,46
2410,2410,,0,1,1,804
2411,2411,,0,1,1,46
2412,2412,,0,425,425,804
2413,2413,,0,31,31,813
2414,2414,,29,30,59,30
2415,2415,,4,0,4,46
2416,2416,,14,15,29,24
2417,2417,,3,0,3,24
2418,2418,,0,195,195,805
2419,2419,,0,16,16,216
2420,2420,,55,56,111,187
2421,2421,,0,9,9,40
2422,2422,,11,12,23,259
2423,2423,,9,2,11,46
2424,2424,,17,18,35,152
2425,2425,,41,42,83,58
2426,2426,,3,0,3,58
2427,2427,,7,8,15,260
2428,2428,,60,63,123,49
2429,2429,,11,12,23,46
2430,2430,,0,33,33,21
2431,2431,,0,29,29,204
2432,2432,,50,51,101,204
2433,2433,,0,1,1,46
2434,2434,,27,28,55,113
2435,2435,,0,28,28,25
2436,2436,,72,59,131,815
2437,2437,,6,7,13,46
2438,2438,,0,3,3,29
2439,2439,,36,37,73,256
2440,2440,,0,31,31,813
2441,2441,,0,6,6,804
2442,2442,,0,3,3,77
2443,2443,,0,10,10,804
2444,2444,,0,5,5,46
2445,2445,,0,4,4,46
2446,2446,,3,4,7,73
2447,2447,,0,5,5,46
2448,2448,,20,22,42,50
2449,2449,,0,2,2,67
2450,2450,,2,3,5,813
2451,2451,,0,3,3,67
2452,2452,,0,3,3,74
2453,2453,,0,3,3,260
2454,2454,,0,4,4,19
2455,2455,,11,12,23,43
2456,2456,,0,4,4,74
2457,2457,,31,32,63,216
2458,2458,,0,14,14,216
2459,2459,,4,5,9,42
2460,2460,,0,35,35,21
2461,2461,,0,4,4,316
2462,2462,,0,14,14,216
2463,2463,,33,34,67,96
2464,2464,,0,1,1,56
2465,2465,,21,22,43,79
2466,2466,,13,14,27,77
2467,2467,,8,24,32,27
2468,2468,,14,20,34,216
2469,2469,,0,4,4,260
2470,2470,,53,55,108,260
2471,2471,,26,27,53,38
2472,2472,,0,16,16,813
2473,2473,,49,50,99,113
2474,2474,,0,3,3,815
2475,2475,,0,4,4,46
2476,2476,,52,53,105,20
2477,2477,,20,26,46,49
2478,2478,,54,55,109,41
2479,2479,,3,4,7,260
2480,2480,,62,35,97,216
2481,2481,,5,40,45,27
2482,2482,,0,6,6,27
2483,2483,,24,25,49,67
2484,2484,,21,22,43,79
2485,2485,,9,10,19,77
2486,2486,,0,3,3,144
2487,2487,,0,3,3,44
2488,2488,,122,47,169,55
2489,2489,,17,18,35,113
2490,2490,,0,55,55,804
2491,2491,,63,65,128,55
2492,2492,,0,3,3,81
2493,2493,,0,10,10,243
2494,2494,,24,25,49,38
2495,2495,,0,1,1,25
2496,2496,,0,2,2,46
2497,2497,,23,24,47,35
2498,2498,,5,6,11,77
2499,2499,,4,5,9,280
2500,2500,,3,4,7,21
2501,2501,,0,3,3,77
2502,2502,,1,2,3,77
2503,2503,,0,7,7,46
2504,2504,,50,50,100,46
2505,2505,,0,3,3,260
2506,2506,,17,18,35,21
2507,2507,,38,40,78,35
2508,2508,,0,1,1,56
2509,2509,,0,30,30,21
2510,2510,,0,2,2,77
2511,2511,,0,9,9,187
2512,2512,,0,4,4,260
2513,2513,,16,17,33,43
2514,2514,,38,39,77,35
2515,2515,,0,3,3,216
2516,2516,,0,22,22,204
2517,2517,,0,1,1,49
2518,2518,,3,0,3,49
2519,2519,,18,20,38,260
2520,2520,,7,8,15,57
2521,2521,,6,0,6,57
2522,2522,,0,3,3,259
2523,2523,,0,1,1,46
2524,2524,,9,10,19,35
2525,2525,,3,0,3,35
2526,2526,,6,7,13,256
2527,2527,,58,74,132,815
2528,2528,,0,13,13,74
2529,2529,,8,9,17,73
2530,2530,,4,0,4,73
2531,2531,,46,47,93,152
2532,2532,,0,26,26,813
2533,2533,,0,12,12,216
2534,2534,,0,18,18,204
2535,2535,,4,5,9,204
2536,2536,,0,4,4,47
2537,2537,,0,4,4,216
2538,2538,,0,1,1,260
2539,2539,,0,71,71,804
2540,2540,,16,17,33,124
2541,2541,,4,5,9,260
2542,2542,,0,38,38,804
2543,2543,,0,6,6,46
2544,2544,,0,1,1,113
2545,2545,,48,50,98,316
2546,2546,,0,59,59,124
2547,2547,,4,5,9,813
2548,2548,,0,2,2,46
2549,2549,,17,4,21,67
2550,2550,,12,13,25,46
2551,2551,,0,5,5,46
2552,2552,,16,17,33,55
2553,2553,,0,2,2,19
2554,2554,,6,7,13,47
2555,2555,,0,1,1,46
2556,2556,,4,0,4,46
2557,2557,,14,17,31,144
2558,2558,,0,30,30,804
2559,2559,,10,11,21,27
2560,2560,,8,9,17,56
2561,2561,,1,2,3,46
2562,2562,,0,163,163,806
2563,2563,,3,0,3,806
2564,2564,,38,39,77,39
2565,2565,,0,3,3,46
2566,2566,,8,9,17,73
2567,2567,,22,27,49,112
2568,2568,,0,205,205,806
2569,2569,,9,46,55,27
2570,2570,,21,22,43,144
2571,2571,,0,3,3,144
2572,2572,,10,11,21,77
2573,2573,,4,6,10,81
2574,2574,,0,3,3,74
2575,2575,,0,56,56,90
2576,2576,,8,55,63,67
2577,2577,,46,6,52,77
2578,2578,,8,53,61,36
2579,2579,,0,61,61,255
2580,2580,,0,2,2,255
2581,2581,,0,3,3,216
2582,2582,,32,34,66,301
2583,2583,,4,5,9,27
2584,2584,,3,4,7,27
2585,2585,,7,8,15,21
2586,2586,,0,77,77,804
2587,2587,,0,5,5,46
2588,2588,,0,36,36,804
2589,2589,,0,7,7,46
2590,2590,,5,6,11,73
2591,2591,,0,4,4,46
2592,2592,,51,52,103,34
2593,2593,,0,3,3,44
2594,2594,,12,13,25,96
2595,2595,,0,3,3,29
2596,2596,,18,20,38,46
2597,2597,,0,3,3,73
2598,2598,,18,79,97,301
2599,2599,,0,3,3,26
2600,2600,,0,3,3,46
2601,2601,,2,11,13,30
2602,2602,,4,0,4,30
2603,2603,,73,4,77,49
2604,2604,,0,11,11,804
2605,2605,,0,4,4,26
2606,2606,,0,4,4,46
2607,2607,,0,3,3,260
2608,2608,,58,60,118,49
2609,2609,,0,38,38,22
2610,2610,,0,6,6,46
2611,2611,,9,10,19,260
2612,2612,,36,37,73,73
2613,2613,,79,12,91,14
2614,2614,,0,3,3,19
2615,2615,,0,1,1,28
2616,2616,,3,27,30,46
2617,2617,,28,30,58,55
2618,2618,,17,18,35,67
2619,2619,,0,5,5,19
2620,2620,,106,33,139,260
2621,2621,,29,29,58,215
2622,2622,,0,180,180,66
2623,2623,,0,28,28,21
2624,2624,,0,4,4,35
2625,2625,,58,60,118,59
2626,2626,,0,5,5,251
2627,2627,,0,22,22,113
2628,2628,,8,9,17,171
2629,2629,,0,41,41,804
2630,2630,,0,2,2,46
2631,2631,,0,11,11,204
2632,2632,,3,0,3,204
2633,2633,,1,2,3,144
2634,2634,,0,3,3,46
2635,2635,,0,3,3,34
2636,2636,,82,83,165,77
2637,2637,,11,12,23,43
2638,2638,,17,4,21,27
2639,2639,,3,4,7,90
2640,2640,,5,6,11,124
2641,2641,,0,3,3,90
2642,2642,,0,99,99,804
2643,2643,,16,17,33,55
2644,2644,,0,17,17,813
2645,2645,,0,2,2,813
2646,2646,,3,5,8,216
2647,2647,,35,70,105,280
2648,2648,,26,28,54,26
2649,2649,,66,12,78,67
2650,2650,,11,12,23,272
2651,2651,,0,59,59,804
2652,2652,,0,4,4,38
2653,2653,,2,0,2,38
2654,2654,,0,3,3,113
2655,2655,,24,25,49,804
2656,2656,,40,41,81,316
2657,2657,,4,5,9,316
2658,2658,,7,8,15,39
2659,2659,,0,1,1,46
2660,2660,,9,11,20,27
2661,2661,,0,1,1,272
2662,2662,,0,28,28,216
2663,2663,,45,47,92,25
2664,2664,,16,17,33,35
2665,2665,,0,1,1,77
2666,2666,,0,1,1,73
2667,2667,,23,24,47,133
2668,2668,,19,4,23,38
2669,2669,,0,1,1,260
2670,2670,,0,32,32,27
2671,2671,,2,3,5,49
2672,2672,,15,16,31,50
2673,2673,,0,23,23,216
2674,2674,,8,9,17,171
2675,2675,,0,4,4,46
2676,2676,,0,3,3,113
2677,2677,,0,2,2,46
2678,2678,,14,16,30,46
2679,2679,,0,1,1,77
2680,2680,,2,3,5,33
2681,2681,,0,3,3,77
2682,2682,,0,17,17,33
2683,2683,,26,27,53,19
2684,2684,,0,1,1,26
2685,2685,,32,33,65,280
2686,2686,,4,5,9,14
2687,2687,,5,7,12,59
2688,2688,,12,0,12,46
2689,2689,,0,4,4,46
2690,2690,,0,1,1,44
2691,2691,,0,8,8,46
2692,2692,,26,28,54,27
2693,2693,,0,1,1,74
2694,2694,,4,5,9,67
2695,2695,,0,3,3,74
2696,2696,,3,0,3,74
2697,2697,,28,29,57,804
2698,2698,,0,189,189,812
2699,2699,,75,59,134,44
2700,2700,,21,22,43,56
2701,2701,,0,30,30,216
2702,2702,,0,4,4,251
2703,2703,,28,29,57,260
2704,2704,,0,8,8,216
2705,2705,,15,15,30,96
2706,2706,,0,18,18,813
2707,2707,,0,17,17,804
2708,2708,,11,12,23,30
2709,2709,,0,1,1,29
2710,2710,,3,4,7,26
2711,2711,,28,29,57,256
2712,2712,,28,29,57,55
2713,2713,,19,21,40,46
2714,2714,,0,3,3,255
2715,2715,,0,3,3,113
2716,2716,,19,21,40,256
2717,2717,,55,56,111,35
2718,2718,,8,9,17,46
2719,2719,,54,56,110,124
2720,2720,,7,9,16,27
2721,2721,,0,1,1,77
2722,2722,,57,59,116,41
2723,2723,,36,37,73,55
2724,2724,,0,10,10,46
2725,2725,,0,17,17,812
2726,2726,,0,5,5,46
2727,2727,,0,5,5,46
2728,2728,,0,3,3,255
2729,2729,,3,0,3,255
2730,2730,,45,47,92,59
2731,2731,,0,3,3,46
2732,2732,,3,4,7,113
2733,2733,,0,56,56,40
2734,2734,,0,125,125,81
2735,2735,,0,10,10,77
2736,2736,,0,33,33,22
2737,2737,,8,2,10,58
2738,2738,,0,15,15,804
2739,2739,,0,38,38,215
2740,2740,,10,11,21,216
2741,2741,,4,5,9,804
2742,2742,,3,4,7,96
2743,2743,,0,29,29,804
2744,2744,,0,3,3,152
2745,2745,,0,1,1,50
2746,2746,,0,3,3,27
2747,2747,,5,6,11,14
2748,2748,,0,1,1,46
2749,2749,,24,25,49,280
2750,2750,,15,16,31,49
2751,2751,,1,2,3,171
2752,2752,,0,4,4,27
2753,2753,,0,1,1,46
2754,2754,,38,39,77,46
2755,2755,,3,4,7,77
2756,2756,,0,3,3,30
2757,2757,,0,49,49,813
2758,2758,,0,4,4,124
2759,2759,,27,28,55,259
2760,2760,,0,4,4,46
2761,2761,,65,36,101,81
2762,2762,,3,0,3,81
2763,2763,,0,3,3,815
2764,2764,,0,3,3,280
2765,2765,,0,5,5,46
2766,2766,,16,17,33,43
2767,2767,,0,4,4,46
2768,2768,,0,5,5,46
2769,2769,,0,1,1,248
2770,2770,,22,24,46,29
2771,2771,,0,1,1,813
2772,2772,,7,8,15,14
2773,2773,,29,30,59,27
2774,2774,,0,41,41,40
2775,2775,,18,19,37,272
2776,2776,,3,4,7,67
2777,2777,,38,39,77,171
2778,2778,,0,5,5,46
2779,2779,,0,1,1,73
2780,2780,,0,39,39,259
2781,2781,,24,26,50,27
2782,2782,,0,3,3,46
2783,2783,,2,0,2,46
2784,2784,,0,5,5,46
2785,2785,,5,6,11,256
2786,2786,,0,5,5,46
2787,2787,,78,21,99,301
2788,2788,,6,7,13,74
2789,2789,,0,7,7,46
2790,2790,,13,16,29,44
2791,2791,,0,44,44,812
2792,2792,,10,11,21,43
2793,2793,,0,1,1,27
2794,2794,,0,3,3,113
2795,2795,,0,2,2,171
2796,2796,,0,3,3,46
2797,2797,,0,3,3,27
2798,2798,,21,22,43,255
2799,2799,,5,0,5,255
2800,2800,,0,17,17,40
2801,2801,,17,19,36,49
2802,2802,,0,69,69,18
2803,2803,,1,2,3,260
2804,2804,,0,4,4,171
2805,2805,,0,4,4,46
2806,2806,,4,6,10,46
2807,2807,,24,25,49,49
2808,2808,,4,6,10,81
2809,2809,,41,42,83,19
2810,2810,,3,0,3,19
2811,2811,,8,9,17,256
2812,2812,,0,39,39,804
2813,2813,,0,13,13,57
2814,2814,,0,18,18,77
2815,2815,,21,1,22,90
2816,2816,,30,31,61,73
2817,2817,,0,3,3,46
2818,2818,,0,1,1,25
2819,2819,,0,7,7,260
2820,2820,,0,1,1,46
2821,2821,,10,11,21,96
2822,2822,,14,16,30,67
2823,2823,,36,38,74,256
2824,2824,,0,4,4,27
2825,2825,,0,3,3,46
2826,2826,,0,3,3,44
2827,2827,,8,9,17,204
2828,2828,,0,1,1,260
2829,2829,,3,0,3,260
2830,2830,,10,12,22,27
2831,2831,,0,6,6,216
2832,2832,,0,1,1,14
2833,2833,,3,35,38,804
2834,2834,,0,2,2,46
2835,2835,,3,0,3,46
2836,2836,,0,5,5,46
2837,2837,,10,11,21,30
2838,2838,,0,3,3,316
2839,2839,,0,5,5,46
2840,2840,,0,2,2,144
2841,2841,,47,49,96,81
2842,2842,,22,23,45,152
2843,2843,,19,20,39,49
2844,2844,,0,3,3,46
2845,2845,,0,4,4,57
2846,2846,,0,1,1,316
2847,2847,,0,3,3,33
2848,2848,,0,22,22,813
2849,2849,,0,1,1,46
2850,2850,,0,3,3,73
2851,2851,,29,73,102,113
2852,2852,,0,1,1,46
2853,2853,,3,0,3,46
2854,2854,,4,64,68,27
2855,2855,,0,1,1,260
2856,2856,,73,48,121,23
2857,2857,,0,270,270,806
2858,2858,,0,144,144,67
2859,2859,,0,15,15,216
2860,2860,,0,88,88,204
2861,2861,,10,11,21,35
2862,2862,,0,4,4,21
2863,2863,,24,25,49,44
2864,2864,,19,20,39,259
2865,2865,,3,0,3,259
2866,2866,,8,10,18,204
2867,2867,,0,1,1,280
2868,2868,,0,2,2,50
2869,2869,,12,14,26,41
2870,2870,,0,1,1,46
2871,2871,,0,4,4,46
2872,2872,,3,4,7,27
2873,2873,,0,34,34,216
2874,2874,,5,6,11,37
2875,2875,,3,0,3,37
2876,2876,,12,3,15,144
2877,2877,,0,3,3,67
2878,2878,,0,6,6,46
2879,2879,,0,8,8,46
2880,2880,,0,46,46,239
2881,2881,,72,73,145,260
2882,2882,,0,1,1,124
2883,2883,,52,53,105,50
2884,2884,,0,25,25,216
2885,2885,,23,24,47,41
2886,2886,,14,15,29,24
2887,2887,,3,4,7,96
2888,2888,,8,9,17,73
2889,2889,,0,3,3,113
2890,2890,,0,1,1,14
2891,2891,,0,1,1,77
2892,2892,,22,23,45,43
2893,2893,,0,1,1,316
2894,2894,,0,224,224,804
2895,2895,,7,8,15,73
2896,2896,,0,2,2,316
2897,2897,,0,24,24,813
2898,2898,,0,1,1,216
2899,2899,,14,15,29,280
2900,2900,,2,3,5,44
2901,2901,,51,23,74,46
2902,2902,,38,44,82,46
2903,2903,,6,8,14,56
2904,2904,,51,52,103,256
2905,2905,,4,5,9,21
2906,2906,,50,51,101,57
2907,2907,,0,4,4,280
2908,2908,,37,38,75,74
2909,2909,,0,2,2,67
2910,2910,,12,14,26,259
2911,2911,,0,298,298,806
2912,2912,,29,31,60,45
2913,2913,,0,3,3,42
2914,2914,,0,35,35,44
2915,2915,,26,27,53,77
2916,2916,,0,2,2,77
2917,2917,,15,16,31,44
2918,2918,,0,3,3,46
2919,2919,,9,11,20,67
2920,2920,,0,4,4,46
2921,2921,,0,2,2,804
2922,2922,,2,0,2,804
2923,2923,,6,7,13,25
2924,2924,,3,0,3,74
2925,2925,,2,3,5,260
2926,2926,,0,13,13,42
2927,2927,,0,3,3,74
2928,2928,,0,4,4,46
2929,2929,,0,3,3,73
2930,2930,,54,8,62,171
2931,2931,,4,5,9,813
2932,2932,,0,1,1,77
2933,2933,,0,13,13,21
2934,2934,,0,29,29,239
2935,2935,,0,3,3,204
2936,2936,,0,3,3,29
2937,2937,,55,56,111,44
2938,2938,,4,5,9,260
2939,2939,,35,75,110,81
2940,2940,,71,72,143,42
2941,2941,,23,24,47,815
2942,2942,,11,12,23,46
2943,2943,,0,1,1,280
2944,2944,,3,4,7,40
2945,2945,,12,13,25,133
2946,2946,,0,2,2,40
2947,2947,,8,11,19,44
2948,2948,,0,4,4,46
2949,2949,,7,8,15,26
2950,2950,,3,0,3,26
2951,2951,,9,10,19,74
2952,2952,,5,7,12,47
2953,2953,,0,1,1,316
2954,2954,,35,36,71,34
2955,2955,,1,3,4,27
2956,2956,,0,3,3,113
2957,2957,,24,25,49,40
2958,2958,,0,189,189,812
2959,2959,,0,54,54,255
2960,2960,,47,51,98,46
2961,2961,,0,5,5,22
2962,2962,,0,3,3,77
2963,2963,,0,1,1,813
2964,2964,,4,74,78,42
2965,2965,,8,9,17,260
2966,2966,,8,9,17,46
2967,2967,,28,30,58,256
2968,2968,,10,11,21,29
2969,2969,,0,23,23,204
2970,2970,,0,4,4,46
2971,2971,,0,1,1,44
2972,2972,,0,2,2,272
2973,2973,,0,5,5,46
2974,2974,,24,26,50,44
2975,2975,,0,1,1,42
2976,2976,,6,7,13,204
2977,2977,,0,106,106,806
2978,2978,,17,44,61,804
2979,2979,,0,3,3,43
2980,2980,,63,64,127,67
2981,2981,,0,3,3,46
2982,2982,,14,15,29,67
2983,2983,,0,3,3,46
2984,2984,,3,5,8,41
2985,2985,,0,1,1,27
2986,2986,,24,26,50,27
2987,2987,,77,41,118,81
2988,2988,,0,35,35,804
2989,2989,,40,41,81,316
2990,2990,,0,3,3,259
2991,2991,,0,9,9,204
2992,2992,,0,1,1,46
2993,2993,,0,4,4,46
2994,2994,,5,1,6,74
2995,2995,,28,29,57,46
2996,2996,,15,16,31,56
2997,2997,,14,15,29,19
2998,2998,,0,56,56,204
2999,2999,,3,0,3,42
3000,3000,,25,26,51,67
3001,3001,,0,1,1,73
3002,3002,,0,1,1,22
3003,3003,,4,14,18,55
3004,3004,,0,3,3,67
3005,3005,,0,1,1,44
3006,3006,,2,3,5,33
3007,3007,,0,3,3,29
3008,3008,,26,28,54,47
3009,3009,,18,19,37,27
3010,3010,,44,45,89,74
3011,3011,,0,42,42,67
3012,3012,,0,3,3,59
3013,3013,,5,6,11,27
3014,3014,,0,8,8,215
3015,3015,,0,1,1,152
3016,3016,,0,2,2,280
3017,3017,,7,79,86,77
3018,3018,,0,31,31,124
3019,3019,,41,75,116,57
3020,3020,,4,5,9,256
3021,3021,,13,15,28,46
3022,3022,,0,3,3,46
3023,3023,,0,4,4,152
3024,3024,,15,15,30,44
3025,3025,,0,1,1,67
3026,3026,,18,19,37,77
3027,3027,,0,2,2,46
3028,3028,,5,6,11,804
3029,3029,,0,8,8,44
3030,3030,,0,3,3,255
3031,3031,,0,4,4,301
3032,3032,,0,133,133,806
3033,3033,,0,187,187,806
3034,3034,,2,3,5,47
3035,3035,,0,1,1,0
3036,3036,,0,3,3,30
3037,3037,,47,49,96,44
3038,3038,,8,9,17,260
3039,3039,,0,40,40,204
3040,3040,,0,19,19,21
3041,3041,,13,14,27,73
3042,3042,,0,282,282,815
3043,3043,,16,17,33,804
3044,3044,,7,8,15,26
3045,3045,,0,8,8,112
3046,3046,,0,5,5,46
3047,3047,,2,4,6,19
3048,3048,,37,38,75,259
3049,3049,,24,25,49,38
3050,3050,,0,70,70,804
3051,3051,,2,3,5,113
3052,3052,,0,9,9,46
3053,3053,,41,43,84,55
3054,3054,,1,2,3,21
3055,3055,,0,3,3,67
3056,3056,,0,1,1,46
3057,3057,,52,58,110,260
3058,3058,,0,40,40,21
3059,3059,,0,3,3,56
3060,3060,,0,1,1,316
3061,3061,,0,1,1,260
3062,3062,,7,8,15,46
3063,3063,,0,1,1,67
3064,3064,,7,8,15,316
3065,3065,,0,30,30,804
3066,3066,,13,15,28,30
3067,3067,,5,6,11,216
3068,3068,,0,6,6,46
3069,3069,,0,3,3,67
3070,3070,,26,28,54,26
3071,3071,,0,3,3,74
3072,3072,,0,2,2,230
3073,3073,,12,13,25,280
3074,3074,,66,67,133,216
3075,3075,,48,4,52,46
3076,3076,,0,7,7,46
3077,3077,,10,11,21,41
3078,3078,,0,5,5,46
3079,3079,,6,7,13,260
3080,3080,,39,40,79,113
3081,3081,,5,7,12,260
3082,3082,,0,3,3,19
3083,3083,,0,4,4,55
3084,3084,,0,3,3,81
3085,3085,,16,18,34,29
3086,3086,,0,2,2,46
3087,3087,,0,4,4,46
3088,3088,,52,53,105,44
3089,3089,,29,31,60,216
3090,3090,,0,74,74,216
3091,3091,,0,13,13,204
3092,3092,,0,178,178,806
3093,3093,,0,3,3,77
